Year,WaterQualityIndex,ClimateChangeImpactScore,LandUseChange,InvasiveSpeciesCount,ConservationFunding,EcoTourismImpact,ForestCoverChange,SoilQualityIndex,WaterUsage,RenewableEnergyUsage,CarbonEmissionLevels,AgriculturalIntensity,HabitatConnectivity,SpeciesReintroductionEfforts,PollinatorDiversity,BiodiversityHealthIndex
2012,26,2.5252778207541926,0.06710390304059954,20,41,2.7055925648799137,-2.6461673810164243,20,56,91,87,8.284445385543854,7.436286786007466,5.690436499956663,0.9131846040910838,0.3165070488750267
2012,35,2.7644169058339605,6.649945162377737,33,64,3.4206943465755533,3.276102613491533,27,94,18,34,8.017474168457607,8.427872461139291,0.6432369723328568,0.7151013387624671,0.7242407868134125
2012,46,1.021495296575381,5.468596409751262,12,63,4.362460263571574,3.4820312855289544,17,41,58,89,3.113754421633211,2.515455531329448,8.083824312394494,0.6595303190299806,0.3959111507626836
2012,92,5.50091940458156,0.32617948341566505,44,17,0.5622429485097225,-4.960816250489067,87,98,16,85,6.030038404299115,7.172635253579271,7.6808654130771625,0.28431968697829146,0.2646948964361501
2012,73,3.923937215284745,6.209085902177081,49,52,8.051743973603768,4.50279223611407,40,81,69,5,4.392105109318746,5.439364122902682,5.938718057830571,0.28515902951006733,0.2303146753898455
2012,12,2.737913075141065,2.755479392194834,7,70,6.10363007818157,2.867230147335408,76,70,81,86,1.9315775112097988,4.195396445267118,8.224510909700664,0.977038753616442,0.10442244615890817
2012,96,5.878843711103869,5.17239381714332,21,33,6.791625683195628,2.1222020517715867,60,40,24,68,4.80980246046328,0.8575105091110435,6.225588033216443,0.965400116974059,0.821540382196616
2012,29,1.1193592702153032,6.957974776554448,21,54,0.9132573433355706,1.5097174521854448,98,35,68,8,3.3597030738051146,5.107920304988839,7.929124742166477,0.11727176955391061,0.5095132702908365
2012,82,8.15748643504281,2.803344607915209,29,79,1.675665393045065,-4.293033918156338,33,87,29,89,4.721167442332409,4.554711707293676,7.190171545119348,0.945366372629387,0.8098716190413278
2012,71,8.437373264067244,4.6952554204386265,8,63,1.9909341993592566,0.3919379412731434,30,41,8,25,7.866669488749627,3.9478750917071395,1.5782698129979855,0.9765431063445639,0.3609694136485402
2012,59,2.5397487457202472,0.28311274402667785,38,87,3.4782234743304596,4.688146905778044,70,60,35,25,7.699334359486862,7.44170997182819,1.372148119640243,0.04980028289437677,0.7834685514383157
2012,12,1.176439881593252,0.15813196232962068,16,39,2.4399530235247227,1.8420907518848662,57,80,13,78,2.63960854131871,5.3561478187433185,1.1479596699816408,0.8388460158375377,0.7584085300912828
2012,100,8.646603921404177,4.156421866859057,38,92,6.024691704572664,2.5886813441794967,44,19,60,94,8.386972402950503,0.08831843422734464,3.373928312487664,0.38250173068573434,0.5841617312760491
2012,94,6.396055611776818,8.856197642417733,47,94,2.574792164924693,-3.555635158449224,9,58,86,56,7.02791021377846,0.48550427208863156,1.8959549017669275,0.9746718955162564,0.5498052593726948
2012,31,6.764263623383923,2.2190046078437287,33,88,1.3566146716037775,-0.5793378688192501,77,1,44,22,4.527681295114007,6.511923081508607,0.31789149555137675,0.23309407086205636,0.8965813359639887
2012,4,2.2543875546369385,1.4960144952695253,11,38,2.1877170841087965,-3.7668150892470775,7,15,36,88,5.546991765833158,7.31353971777378,8.221392091001029,0.12084045133395915,0.2191615537379652
2012,19,3.999052068041562,0.02317547904813866,19,100,5.117804565694807,-2.185226975490806,14,60,75,25,9.046052531128693,5.507432808910721,0.6834761818969115,0.6546320259170952,0.832261770672481
2012,77,9.79782457854522,3.3303487180539837,39,90,5.260940132515421,4.406901877232318,78,8,56,32,2.3430509933717794,4.1444793503547945,7.373152738130971,0.6132412057993384,0.4157954393695692
2012,5,4.288868788610386,9.819056980765392,21,62,9.837115832091518,3.6772315280509247,93,6,68,99,9.714842150423106,5.2568605591950615,2.778194947053806,0.4733458809276183,0.008883803828827919
2012,39,1.6529411097017455,5.493097714801039,22,70,4.751083649318354,-4.138642284509637,1,22,77,29,3.5540540676233556,2.60517445435969,4.475089656863399,0.27662227709370113,0.2821421287217101
2012,5,9.07380164712847,4.843444262915087,10,74,9.306722555623983,-3.4515860535254506,39,34,17,16,9.088240309687968,0.6117175516594375,0.3237537727440809,0.35636559332103823,0.442060710394223
2012,99,1.1573760667870536,8.686396398234256,24,20,1.8659009687316752,1.6576524026536728,55,16,68,33,8.54746132030725,0.1422822372916599,7.787381569251641,0.37218689706809827,0.9729019711967063
2012,17,4.355054543981593,5.988454000794389,23,96,2.175879399316445,-4.789630975395314,31,35,23,6,7.232294586055346,1.6265385376212105,0.8795300836872899,0.7258936605836355,0.7415401369476332
2012,82,6.540757953719981,6.509573351180727,29,74,3.220675351957297,0.4691551379312422,34,59,67,90,2.2737995419434576,3.9815494458477496,7.8309867625014995,0.5652118199572381,0.9692946620490801
2012,93,7.541076803161641,6.720560387522534,25,48,9.95421512925456,0.18205732182520862,64,83,16,53,3.3509243426834256,2.0505509341883577,7.8561775401864375,0.7299113137923636,0.014271134563644594
2012,13,0.9375692064555663,5.938024808096155,50,53,0.40333852138451975,-1.9882441300264118,62,8,16,17,5.132385720964592,7.052836240393124,1.1584715259733847,0.15065973820766854,0.6223132974558777
2012,61,9.226230580877896,8.79341020176528,42,42,2.2748160369354,1.5272812377722413,67,42,60,15,7.629988977119422,4.332507426957504,8.462764546696253,0.9769314167973153,0.8372812736990584
2012,98,6.18051674287186,8.994552125461016,13,50,7.767984372086307,0.1836546333532061,99,68,38,68,9.660998727314821,9.921264713522762,5.072375552075571,0.4645188648117188,0.9974149326174252
2012,86,8.187070571192328,5.632889309538147,30,96,2.37483305169384,3.2993959321244333,59,2,88,81,3.391308154847027,5.6910698036280385,9.808433682238984,0.6818729434967669,0.6557244745924983
2012,4,5.85810145971902,4.825004202353607,47,40,9.667061400184606,-3.2602260047819644,22,60,70,7,0.4470693141886195,1.1759961659870177,7.066836957051236,0.2587516452018195,0.48835462028120036
2012,56,7.245168513986181,2.3465344177584937,30,77,3.821234944599732,-2.892369005700938,64,99,10,14,8.791102238929648,8.252149457518431,3.133238035767917,0.015774389771445962,0.8724556312513081
2012,25,6.173517574129742,3.334073221591105,21,11,5.446308711071358,-4.116030328532416,27,99,53,17,6.162173962941392,8.005151245984834,8.606017498602906,0.9660970640879095,0.2804604868518452
2012,92,4.720604341969983,8.087899845635384,47,24,1.661849996097492,-2.4433377666818554,32,76,41,37,5.845764727515071,3.768559829841088,6.702016293406263,0.16246021383683307,0.9380725967054112
2012,6,5.9704691689569165,5.546573480350956,36,97,3.559577734706405,2.3221920631222224,81,11,60,9,9.864477260267364,6.581624765263335,3.8058719489776704,0.09153511748280574,0.6583290229231477
2012,87,3.4109002447422054,2.8997011894360902,14,42,1.9668819731282305,1.2803046456953702,3,35,92,22,6.648000438670849,3.095419918620881,4.362499117098164,0.8788009580859264,0.7007795395472368
2012,51,6.433651799117843,7.317247365642129,17,91,7.979980352192239,-3.4414846344855654,82,94,61,86,2.179044698153849,3.16747183257435,0.15893393140003598,0.31652815019796976,0.0011286225269827588
2012,11,6.137774188156991,7.850977140957076,7,98,4.603290506427651,-2.311384550209934,22,8,5,61,3.184694256023054,9.257406324414193,3.2924347876357696,0.1199401838575358,0.9171754351240651
2012,76,4.7031905410178565,8.82734380673422,39,13,7.008084180017403,1.4280659108617364,51,39,31,71,9.416348520733687,3.2632025732159264,5.944093838090731,0.47632611391886337,0.8903142083206511
2012,19,5.963215188603684,4.331631113151664,2,23,1.9249315063582706,2.2546816845016284,25,91,16,59,4.864466116910475,3.8232616456024027,8.357422452246526,0.7102728485692497,0.11823817572626327
2012,15,0.3557086703554835,8.293916269585125,1,0,0.7489584200198374,-0.5269724374739937,8,31,46,95,9.147518314254027,3.3472268691465192,2.6579942192867256,0.2751740269025832,0.6834161322937092
2013,29,4.883941300649396,8.458495504599677,7,20,9.088264977168624,-4.49677067065336,7,42,33,99,5.789165325927175,0.6975701231201015,9.511122009762666,0.15930748225193592,0.07227417004119985
2013,28,1.7825246690464158,0.5189529951841088,46,15,9.790318407916674,4.197925717794362,75,44,62,75,2.4750612856980405,0.30605496336904237,8.676440329119998,0.6709823412695184,0.9548392096765598
2013,26,8.278683753221728,0.7211109292943518,8,5,4.328399210571723,-1.176366689383721,0,76,21,45,6.486456590620629,6.664701960537051,0.9242291690507021,0.414109082123996,0.842447490807708
2013,18,1.271997626874496,0.4456382344867915,19,29,6.233795659599071,2.003478888665695,11,71,79,84,8.817225235162606,3.345209741432973,3.3552769134989835,0.7559273449972372,0.3969320510616584
2013,52,8.16682175450718,7.29234742913643,26,6,4.268947278233027,-0.29299000508938455,3,61,90,93,4.887793882296661,0.4604516004489856,0.28980590249976235,0.8242029115622544,0.8269239089668611
2013,64,7.581850110765373,8.888874240036298,50,61,1.8404477205021352,2.4335289557001243,15,96,55,99,6.857072292860758,7.277095184072376,7.481452691031412,0.5585734217082661,0.9000295705347177
2013,63,9.053598742778703,7.839873586893554,1,65,8.416220075427741,-3.852580416618081,71,64,24,97,3.5359114595731853,1.8715219259893001,1.17553261625438,0.31189014980442453,0.11704458137676954
2013,77,6.507685475587474,2.160601162447664,5,79,3.1283419752422006,3.238963816246642,84,86,46,25,4.792162574335163,1.3072651656727463,7.239226711930654,0.8997748345593262,0.8416062316585045
2013,99,9.573228878945873,0.9986682113617817,50,25,2.0406438854660056,4.471529360063547,18,48,94,80,3.9635617196747486,3.2674106247737122,9.879929924466168,0.4308173907871258,0.8763044229591579
2013,97,9.296169228756842,9.065722106721628,1,100,8.629596233130185,-0.9967013158924178,8,53,92,25,4.768377748580716,9.996356254254438,5.1432093239091135,0.8229806253142905,0.3886980978266026
2013,8,3.795029033747186,2.7149875418186786,22,44,3.293792693020757,0.17131892010637984,18,64,89,25,9.4787016861968,6.889557901711698,8.37738759517764,0.8323331406335831,0.20142290882280256
2013,28,5.8467070044258875,3.13206261070174,37,59,6.631462489752088,0.6459408129032154,76,49,94,67,2.4696322416182093,1.6631170020908237,4.274228023694365,0.6778731204686652,0.9406453433605237
2013,28,1.800104374727235,9.256373300253358,7,9,9.82739540910386,-2.077510432606121,76,18,96,79,5.965160006986308,9.764900340442491,2.9389008319931675,0.491712573490072,0.48635011510949533
2013,48,8.106859279862663,3.542677648410466,12,88,3.3444252711810405,3.1462505602591726,34,44,5,85,6.612333832618658,5.2114890550509045,0.46496039691304336,0.7842857717404688,0.48390349302184144
2013,55,8.480158852494014,5.822087597682311,31,88,6.353233467083211,0.0186953102450369,15,85,22,63,3.5748310349188284,8.675572874455385,9.638428515938596,0.2357531800047834,0.3177305466176398
2013,60,6.189481930077215,1.638810237804822,31,53,5.324709078838974,-1.4393270088085517,39,68,4,91,4.163921701419203,6.231329207526848,0.43002165444571916,0.3063810369362896,0.13128687108263926
2013,8,6.859112710498637,1.4217044670389556,33,76,4.207365625686168,-4.051508067468439,29,16,73,56,0.7965584093088696,2.8331133537384847,3.3264763533414596,0.6698333388162886,0.07639221713203947
2013,1,0.17379790185479638,3.703969862753065,42,15,1.9571264009964906,-3.9652493635341535,79,59,35,51,2.9138438602073213,8.751220573514502,4.935727932689811,0.10028647247890565,0.8708326212853501
2013,17,4.338005122547718,3.64354238428232,18,6,1.4795833410940584,-2.453362341100381,50,16,25,9,3.25707335086999,5.97795832722833,0.8031644794524506,0.2227849642099602,0.48182133541419747
2013,5,1.217619111252748,0.41656818382682426,19,54,4.467264687026406,4.522600783623238,72,32,2,59,2.9606384071258587,0.2557898319516816,6.894738994067639,0.5162310094169141,0.4441725847678105
2013,32,7.243174696766612,9.902088935876215,37,53,1.9648696695621115,-0.45043120272262893,72,60,84,80,7.29426093982715,0.4312778821882868,2.00066737617566,0.33086689704572814,0.991151645148187
2013,14,3.1966683244054472,9.11168285180079,18,41,9.581381198044962,-2.9648889166811356,9,50,85,69,3.671328353102651,0.8148997730927654,5.67079970573531,0.532169960856181,0.37912391070522167
2013,2,8.822585560948475,1.036785807342765,7,62,2.6814322961192083,0.33480208744782836,54,35,0,80,6.689537100682745,8.15709270002073,3.454202001767986,0.5668992350318177,0.749742756422818
2013,60,7.190774473538556,5.3502550459893286,31,74,7.395811772217426,0.6214475382758504,70,65,63,90,9.281060894780875,2.6055596598644892,6.838839734462701,0.03132178522215978,0.7028992828234144
2013,42,3.4265348812091534,0.8820170378987069,44,10,7.521143326969748,4.4571510844102455,42,59,83,42,2.5608842623842376,4.157342483233873,6.36470708550097,0.8502109816019876,0.31120535932830795
2013,92,5.395562204955051,4.275018313281117,21,100,6.486829533573645,0.12260563876260555,46,63,89,76,8.703959082257018,7.302441662702574,8.918048860851021,0.8760328715212651,0.18024603731114308
2013,44,2.849080215309608,5.133682102249155,11,54,4.391306608048505,0.6892140584471633,10,2,44,43,9.654422207387105,5.36628904301804,8.62303236026399,0.12801770864166562,0.4840458759603792
2013,40,6.425759689471896,3.6226808709859117,37,89,0.005979388347953085,1.2675334854233125,80,35,36,88,4.672873581821201,8.83119406674775,4.750926684873619,0.6247328518956144,0.823810521880351
2013,95,3.9883602970372944,2.2672738232996323,48,68,4.716263651952617,0.9086626739511452,43,85,75,24,0.78818077242784,5.090833066899516,4.230361790821849,0.5210961795801254,0.05191116966906284
2013,34,7.59344327922866,7.2571646321994905,24,88,3.0781915002611915,-3.5390343445867978,63,53,90,63,5.736532029887571,5.7704186199002505,2.2393843330969565,0.8892381375268256,0.6381550654868308
2013,32,6.588250701400705,2.0366713777268486,18,12,6.389630219732846,-4.751827885548509,69,40,13,86,0.11572198755270269,2.5922548714515825,4.580826896757305,0.9758520793435888,0.5519012184951724
2013,53,9.055247923296738,7.206551452831133,19,16,6.00945484537719,3.6701160691060046,9,54,2,27,7.196945714608375,8.093428287387024,3.116511006096517,0.11995620774819193,0.40451924675062545
2013,58,6.032194102133722,1.1995369302388992,29,30,2.998975929945362,-0.8437221797084486,60,57,62,45,0.7050495556825731,2.4599260007125423,3.5625304289880133,0.5410678586568224,0.7336884592758568
2013,92,9.734573899761731,9.876595923412518,35,48,4.9101976266891,2.619343757430971,22,18,23,69,9.526654280983665,4.208433883866682,4.400063185993527,0.07387041790746762,0.30977956664779616
2013,64,4.457909145772289,4.631727167513418,46,86,8.143839206690815,0.8843124045345228,20,68,69,28,0.470390534147479,0.19248963848893963,3.497724568950783,0.4517325848760416,0.36058497658824673
2013,92,6.7584124508737595,6.370908370809049,41,4,1.485067816436808,-2.669810356031652,0,22,71,66,7.150763673777757,4.344232593632048,0.18548195724407468,0.2597509361025758,0.07947166585449461
2013,44,4.743361099062139,4.027643984622519,46,89,9.700744566667069,4.764896611478871,72,7,92,43,8.029663011085669,3.033699455720126,4.583770391386607,0.0399861287978408,0.6737446300480178
2013,9,7.817903298450294,5.310853448852429,49,93,1.3925407078470398,0.006195323339309944,81,55,66,14,1.260554313607034,2.117992885815477,8.194807217006218,0.1756247813288382,0.09954803850888205
2013,37,9.1423651595147,5.914067594224881,17,75,5.555495698856198,0.9604359547764716,60,98,42,19,5.411615591006584,1.5436176989590034,3.0879202980059595,0.4309205643509977,0.838132525605361
2013,73,3.12271786048796,0.3366917821387272,46,70,9.380641395681312,-4.913809974082197,75,18,31,65,0.798564245822565,1.829239984213129,4.342185961684175,0.5679365268707303,0.5558710963965052
2013,30,1.91190701464789,7.809958936149915,10,68,6.15069754014698,0.24254720537736674,98,35,41,85,5.748694951580708,3.430154765005966,2.4223566007580724,0.14885680394994028,0.14259687866359327
2013,58,2.1720909769121057,4.159439045818551,39,48,0.6379455625359787,3.4219373087311453,21,17,85,34,4.217549802841961,1.3625201405638188,5.6105283952387905,0.43661456220172634,0.31104531975130556
2013,57,0.1340262643216561,6.771524124576737,43,17,3.327294765103791,-1.3543357248013557,23,7,12,42,0.38118245188491606,7.072679186664391,7.327688349999023,0.6006672677056056,0.993689192549669
2013,62,7.666561352004059,4.013060242197122,29,94,7.635158436682122,-1.7998388691260825,25,32,71,77,0.5003583643475673,3.8308028133318506,7.524720150537384,0.07782346463716594,0.03216247497705027
2013,13,4.658128070202485,4.488530716747082,46,44,1.3168690343620704,-1.5038560119227782,69,85,89,75,2.4006965310717865,1.3112120951649986,9.591309329279143,0.8385349076537366,0.6427826891859413
2013,7,7.86750335154437,7.313165197032962,10,19,9.429827840711356,0.8565433542879921,82,60,53,33,7.429087199537224,3.008061610854341,5.615245987731451,0.3815759190521817,0.44575162081945363
2013,37,1.457565682447517,9.466444339935462,0,92,0.47196701697378995,0.7979284383295502,84,32,87,23,5.545968855459897,5.200195462895238,3.5163497333784877,0.25652042732580793,0.365377374534934
2013,33,6.378770926636339,5.579274451507007,1,93,0.5700238755193399,-1.6200121897150996,12,92,20,96,1.7743165224959823,1.620224163644397,4.233364424663817,0.8164640593918385,0.009808114713976357
2013,0,1.8458512953703299,8.219266359399297,39,21,2.8418429571172874,3.4294548245619723,86,1,2,34,7.220974462678807,9.170781988654788,4.631180339504503,0.8308372511591529,0.9388921473650194
2013,62,1.9455832318530097,6.444702771210337,11,28,1.9012876631870568,3.1595578941520657,82,64,34,56,3.5584591124497056,7.901663868934623,6.399306874505247,0.9069742930684787,0.7320982558011316
2013,10,2.9944351049188667,1.2512525714174694,11,66,6.917201141346888,1.4421301598961787,92,28,11,32,3.4150711068404362,3.2135110018972126,4.293200428541766,0.8294134972483189,0.6763895694084344
2013,61,4.728971328109049,8.74170682157026,21,24,1.1250313052663174,-1.337136137934778,70,16,52,98,1.9217273321444894,9.659937424083262,4.17917684831438,0.8826144276638545,0.8644895355954569
2013,61,2.6895894582647104,1.2738641600033929,6,91,2.7509888155912443,2.549325397850504,30,38,46,41,3.370027913372585,4.437152691202395,4.767119318568142,0.10055695437304946,0.0002406697429022664
2013,60,3.408156997898466,9.514420287256812,45,22,8.6799959189509,4.673281113534697,7,17,34,53,8.212002033499546,2.5256107126952543,2.2630428615123455,0.24609413609544406,0.656731206223462
2013,50,7.154909070992744,2.560475651049543,24,65,0.6022694490029745,4.6544863460062125,36,84,98,77,8.806684625501484,0.04344067784089911,9.876711272334921,0.42287011573013766,0.4642704049639603
2013,74,6.868609976750291,4.935009921544083,6,30,7.364731746190728,3.5657198868333566,100,79,98,56,6.868860783817565,8.050112990817237,8.566530158063122,0.1253008964061092,0.061861424383293784
2013,92,0.018798835249106416,8.96040799657219,7,44,3.044904243540304,2.032800540422505,71,79,80,46,0.17430545502045924,3.5313779328117647,6.520598759946248,0.778493099453379,0.3170139011509019
2013,89,1.566384369738083,9.54846993038468,15,21,4.556495494398774,1.5890180657485722,25,44,16,6,6.883738793859226,4.051576720169408,0.7759558197614902,0.5627955352082512,0.02195350187702072
2013,86,9.177524891713773,1.0440412974808144,2,35,5.445553246546755,-3.2603629409666137,24,76,86,90,3.4385357554257934,4.024451384435926,9.168748289238192,0.9732801516334081,0.247710971779047
2013,16,3.9072836561361326,3.735548010476819,14,27,9.902851705849413,0.8214480281474206,23,93,71,79,8.222747114729252,4.35840368872726,6.999898345521586,0.5015786499064562,0.13943832714997395
2013,61,8.419703714967087,4.374819266082097,45,94,3.321725220617325,1.9743161723719247,88,54,95,62,9.658387750583302,8.32775031227349,3.821148645095186,0.7427766411078949,0.26605192243934483
2013,84,4.5685864488036865,0.827154615243535,37,65,3.8680724205188,-0.3606373654510904,22,43,64,100,0.8686290798618279,8.649939730295346,2.96945095953572,0.12278990190422334,0.9514772528525935
2013,65,0.9739339255355217,0.7761464473144086,12,35,1.6827858850771282,-3.70142986582119,70,31,61,30,4.384398449615253,0.21192246227852762,6.224855387062297,0.07515856533808485,0.6603533285426847
2013,99,1.2297080852962672,9.77452117990368,39,94,4.406648834242936,2.5482745836233125,74,24,28,48,2.415850006708334,5.05226477801674,9.979620660956863,0.7182728321618272,0.08548863735157142
2013,85,9.423153896731929,9.670526814260349,31,34,7.68747131362513,2.59520148716944,95,41,61,0,7.879409206729001,9.488458384670611,3.183152001347765,0.575749639203848,0.11290321106061574
2013,12,8.333170714730125,9.817073425211415,47,14,9.824825806012479,-2.293163956982689,78,46,28,87,4.868070769832435,4.705918158017837,3.2467895633780106,0.8625010408930913,0.3167486486502119
2013,29,2.3905533219726562,5.520693646533779,45,75,9.095484730121385,1.8472516388100457,73,21,25,56,2.8301696588376957,2.8406046207971523,2.7754665929802425,0.4679156319455442,0.25369429508851193
2013,23,3.416745018969208,0.028812516656145926,30,34,4.448524328275409,4.880139620654216,85,13,74,91,1.509159827135298,0.4827188695798146,3.932306979728776,0.4197469749182059,0.7997406437128391
2013,98,1.1764902847355863,6.344241452865837,21,2,3.4213260011189495,-1.6908523421980481,2,89,86,98,5.626325958673883,6.1352788416357305,4.174745560781662,0.8262692391746262,0.8178233249204562
2013,47,0.6871283251826776,4.582346503928338,12,42,8.341641082084413,-1.612670442255686,74,1,27,5,2.438427299661053,0.24170352133503492,1.2850397850120965,0.9358009760546209,0.24684890529825132
2013,86,8.541359976505042,8.479278837633485,46,87,1.283499266146948,2.0680359621050517,90,37,96,26,3.124883261428548,7.4166080947631805,6.34190076921191,0.25299974051184704,0.8092380716746811
2013,97,2.660192780053807,4.973124461689724,30,66,1.9202336913634455,-0.7245814464028797,13,32,26,16,5.071438826403851,0.2002353451970651,4.903504410556608,0.7850922039249904,0.6191315508700825
2013,86,7.685998047885084,9.439823053632097,31,52,9.520624466390027,-3.90517633931006,74,0,46,1,5.760808790144938,7.33460272007825,8.869067243921759,0.36802146943922565,0.3880276183415142
2013,10,9.741646286280156,2.7843940825043454,48,66,3.7208225496289593,1.6640730469491896,29,57,67,39,6.61653200467251,6.703536396617991,1.3061076003613248,0.42436378868134694,0.2759441474126463
2013,0,9.812363743443038,1.3911584889108752,29,15,1.9545800036839989,-0.8107637520708133,58,17,85,33,0.5951244256397437,3.7638849644161088,3.6992809530565864,0.8587752852284649,0.6859116057201635
2013,40,0.7424087298838644,6.346392564873805,19,17,2.5810764317341475,3.545154359107496,44,18,77,62,0.12062517822400753,7.062129859650655,2.965095001421311,0.6313896816144785,0.5401167093628201
2013,36,3.7525990444266633,9.310099708852999,48,87,9.132296862792705,-1.8118267712699532,70,17,24,62,2.0691618734611694,8.785172090640158,0.4493545245272623,0.11840158414150281,0.47261320863413947
2013,17,2.554134846852195,8.047531219896948,8,58,5.709070537521448,-1.8077470221381153,47,2,50,79,1.6517299951844777,9.112354154476932,3.984076821640322,0.5764398586427876,0.3746728898419822
2013,38,6.673503980464284,3.769855419262801,18,98,4.490785141348759,-1.4747075869948265,93,93,7,39,7.0636877185030755,3.9720730430689724,9.2880401999779,0.5220234176643487,0.8265557967860978
2013,53,3.3040800387577383,2.676007988617075,8,60,7.75877254469693,-2.6709816135051834,43,98,26,85,5.046410559480753,1.9094885887544288,9.577041070064872,0.26028319716502346,0.4886861951261473
2013,75,7.302461470901459,1.1841503917593188,47,92,1.3328425808217315,-4.476671426993372,81,32,99,80,7.023384341018618,8.424577277107876,6.676739510082869,0.4325742650033506,0.5134229336484748
2013,12,0.8642461076254648,8.779844969848348,4,96,6.05896815179483,-4.167423419493678,49,79,61,96,0.8320181650893499,2.5615088517374884,4.3406526119762905,0.3966061253509724,0.42415560911901695
2013,18,1.7047793817391754,1.1602268134816929,22,53,2.057943769894217,2.779849715709368,80,16,50,82,3.7524640859405034,7.457383150411895,4.4626225180989865,0.6656737362292912,0.2767800814657747
2013,55,0.11031614262465794,3.6217625479872826,40,24,9.413343927869017,3.0269740533602167,43,60,78,45,1.996854261681792,0.2236653449442927,4.681123904549268,0.10870897962815118,0.07298373961376947
2014,87,0.7641685943805143,8.639615807350102,0,21,5.581711838904408,3.4678500186974546,48,2,50,13,6.8737236693613335,2.2487509180569587,0.367777927330899,0.5037327453082342,0.6535622219580249
2014,70,5.085792894475785,7.321226068429558,17,70,1.0616035354746722,4.6551791823476645,61,63,93,51,0.6440511601504317,1.838732407209912,1.5109104760538583,0.47368526040337144,0.6060100737471432
2014,6,7.838426767676738,3.927937758093434,49,7,0.6194651857898792,-2.940118158115268,10,100,98,57,2.278431880765006,3.355409421865355,0.5478724692491377,0.38501537135561714,0.9089097044737141
2014,21,1.2982644895171758,3.8328423964220137,16,56,2.734745153749798,-1.477690249292547,51,1,81,16,6.471677720509855,9.232088358721901,3.235299141781389,0.011855293210243922,0.7349964382945733
2014,93,9.759908495987924,7.844208580034176,39,15,0.39922532563751223,3.7439803170833077,46,67,0,40,8.502673943359241,8.01008243197916,2.1746208359138777,0.9863629016968811,0.5334797482693314
2014,80,8.251321959287038,9.94981369325093,7,9,3.278839940182585,0.7277250973710903,57,87,50,25,1.5664737836363352,2.871318371871433,3.0556306102142994,0.09576788619962695,0.4004164611708274
2014,21,6.596293663947423,2.4952436683824866,37,98,5.33323547859605,4.207708496360754,95,4,89,19,7.684479004596177,4.721978386181753,7.163690551140435,0.4255057328396886,0.3224412708166363
2014,84,2.5669422831004587,3.4696265973455844,9,28,4.213008816333646,-3.9815273485761726,93,79,73,54,4.3480153376982775,4.105166403625505,7.956413448854567,0.8477582981307762,0.756016582465182
2014,25,9.91588408870274,3.9520592630997022,38,72,1.9495827149863054,-2.565329559332399,75,83,94,83,9.094607980487712,5.638033911116443,9.226758285242411,0.6495261287493691,0.639661984046541
2014,25,0.38021848237454914,9.193874045726727,36,16,5.180104313760979,-4.6484074972880585,85,88,97,57,4.459473053205738,5.630942778724927,9.6146745905101,0.4896442118190161,0.8215915741175803
2014,6,5.4961604371892445,3.0999993717178933,29,35,0.3646105082561846,-0.8106702201605396,52,88,64,82,8.278286070661927,4.173479203041413,6.3587452733100704,0.5303327560696343,0.8850758625429482
2014,57,7.251557275511148,1.1619095652544598,29,12,3.3581636464153455,-1.3823168807743413,4,81,86,50,8.821667244710332,5.072039367678184,1.3062448307659136,0.3181726914984264,0.5374680645053053
2014,19,2.554933446556047,1.7408167531142926,47,98,1.691618938424202,0.40552675388924175,89,77,43,99,7.121881936741144,9.993299214930856,4.741601745181253,0.5568237108824708,0.5178413886068658
2014,100,9.485833548514337,3.789102780588144,5,76,6.313759776433766,-3.241097165813379,86,29,86,29,2.060237235820843,4.609207729196596,1.8867229122803264,0.8520108494883764,0.08101489283126417
2014,32,3.7935858992242375,7.917202592613465,34,94,9.420582194885954,4.148349499968781,67,47,79,35,1.530425971638213,6.671903446425609,7.836383021478365,0.47953055272128886,0.15310250479879994
2014,88,2.358575991436871,4.48813645746606,2,7,6.647392049108463,0.7856393227935445,26,85,56,55,3.4916038656574977,0.18457225539944222,1.6227257255907468,0.5163663185485369,0.3641581981838826
2014,11,9.882752710001313,5.225397167320533,46,59,4.850179875240412,-3.311407106329647,94,70,58,52,4.550154384644478,2.2495004387703386,8.63054393115949,0.5337699424320241,0.159642867815183
2014,67,1.6161981128587144,0.020185177482339167,16,97,4.0564525944723755,4.684191305004079,96,100,47,32,2.0527194080380173,7.269538687331,4.544097512814639,0.06179381074002077,0.5691747911964067
2014,46,2.9648978128331525,7.707425309055517,5,19,1.9225791846809193,4.883705667215711,60,71,38,5,7.869281058966617,0.5608016926367088,7.716649382727022,0.3667086478922439,0.33691383659146046
2014,58,0.8261766345926869,9.601677847287455,20,31,0.4515136441229195,-2.950207671740892,7,19,25,71,8.591890387215694,6.661929602664312,8.384127311673709,0.15199256144467732,0.8857475337188323
2014,48,0.4055873754468142,3.8662017263383417,15,86,8.212594203728456,-2.5218755709309315,26,76,53,42,0.15562546258716003,9.021761599774837,5.786950787176465,0.39424637484059444,0.21626955760190802
2014,58,7.595824101146318,7.997187639648612,47,16,4.111134169948486,-2.377256781850151,85,43,76,98,8.239803891570654,4.8074091240972265,8.903987890805519,0.5301935545004733,0.9172215451421782
2014,59,1.2523357043282712,2.45807439306153,8,45,9.662742977481859,4.437663822120143,76,63,82,77,5.626409972480994,3.969119239866953,5.729936441135929,0.0965765807056641,0.7894550890321684
