Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,Gender,Area,Personal Loan,Loan Size
34,10,29,1,1.5,Postgrad,0,0,0,1,Female,Kern,0,0
34,8,31,1,0.3,Undergrad,104,0,0,1,Female,Los Angeles,0,0
34,9,31,4,1.1,Professional,85,1,1,1,Female,Riverside,0,0
34,9,31,4,1.1,Professional,0,0,0,1,Female,San Francisco,0,0
34,9,32,4,1.1,Undergrad,0,0,0,1,Male,Santa Clara,0,0
34,8,34,2,2,Professional,0,1,0,1,Male,San Diego,0,0
34,10,34,1,1.5,Postgrad,111,0,0,0,Male,Santa Cruz,0,0
34,10,34,1,1.7,Undergrad,164,0,0,0,Male,San Luis Obispo,0,0
34,8,35,4,0.8,Undergrad,137,0,1,1,Male,San Diego,0,0
34,9,35,3,1.3,Undergrad,0,0,0,0,Female,Santa Clara,0,0
34,10,35,1,1.7,Undergrad,0,0,0,1,Male,Santa Clara,0,0
34,8,38,2,2,Professional,0,0,0,1,Female,Santa Clara,0,0
34,8,38,4,0.2,Undergrad,0,0,0,0,Female,Los Angeles,0,0
34,10,38,1,1.3,Undergrad,0,1,0,1,Male,Monterey,0,0
34,8,39,4,0.2,Undergrad,115,0,0,1,Male,San Diego,0,0
34,8,40,2,2,Professional,89,0,0,0,Female,Los Angeles,0,0
34,9,40,4,2,Postgrad,0,0,0,1,Female,Santa Clara,0,0
34,8,41,4,0.8,Undergrad,0,0,0,0,Female,San Diego,0,0
34,9,41,1,2.5,Professional,0,0,0,0,Female,Santa Clara,0,0
34,9,41,3,2.3,Undergrad,0,0,0,0,Female,Fresno,0,0
34,9,41,2,0.1,Undergrad,161,0,0,1,Male,San Diego,0,0
34,9,41,1,1,Undergrad,0,0,0,1,Female,San Diego,0,0
34,10,41,1,2.4,Postgrad,0,0,0,0,Male,Los Angeles,0,0
34,10,41,1,1.3,Undergrad,0,0,0,0,Male,San Francisco,0,0
34,10,42,1,1.5,Postgrad,131,0,0,0,Female,San Diego,0,0
34,10,43,1,1.7,Undergrad,142,0,0,0,Female,Santa Clara,0,0
34,8,44,4,0.2,Undergrad,0,0,0,0,Male,Los Angeles,0,0
34,10,44,1,1.3,Undergrad,0,0,0,1,Male,San Francisco,0,0
34,10,45,3,2.8,Undergrad,153,0,0,1,Male,Monterey,0,0
34,10,45,1,1.3,Undergrad,0,0,0,0,Female,Monterey,0,0
34,10,45,1,1.7,Undergrad,84,0,0,0,Female,San Diego,0,0
34,9,48,1,2.5,Professional,105,0,0,1,Male,Yolo,0,0
34,9,49,1,2.5,Professional,0,0,0,0,Male,San Mateo,0,0
34,10,51,3,2,Undergrad,130,0,0,0,Male,Los Angeles,0,0
34,7,52,2,1,Postgrad,0,0,0,1,Male,Monterey,0,0
34,8,52,4,2.2,Postgrad,0,0,0,0,Female,Alameda,0,0
34,8,52,4,0.2,Undergrad,0,0,0,1,Female,Santa Cruz,0,0
34,10,53,3,2.6,Postgrad,0,0,0,1,Male,San Francisco,0,0
34,10,54,3,2,Undergrad,0,0,0,0,Male,San Diego,0,0
34,9,55,3,2.3,Undergrad,0,1,1,1,Female,Marin,0,0
34,9,55,4,2,Postgrad,147,0,0,0,Male,San Diego,0,0
34,8,60,4,2.2,Postgrad,0,0,0,0,Female,San Mateo,0,0
34,9,60,4,1.3,Undergrad,0,1,0,0,Male,Santa Clara,0,0
34,9,60,3,2.3,Undergrad,0,0,0,0,Female,San Francisco,0,0
34,10,60,3,2.8,Undergrad,0,0,1,1,Female,Los Angeles,0,0
34,10,61,3,2,Undergrad,0,0,0,0,Male,Santa Cruz,0,0
34,9,62,3,2.3,Undergrad,0,0,0,0,Female,Orange,0,0
34,9,64,2,0.1,Undergrad,224,0,0,1,Female,San Bernardino,0,0
34,9,65,3,0.7,Postgrad,104,0,0,1,Female,Santa Clara,0,0
34,9,65,4,1.3,Undergrad,0,0,0,0,Male,Santa Clara,0,0
34,9,68,1,2.8,Undergrad,0,0,0,1,Male,Alameda,0,0
34,10,68,3,2.6,Postgrad,0,0,0,0,Male,Los Angeles,0,0
34,9,70,4,1.3,Undergrad,0,1,0,0,Female,Orange,0,0
34,9,71,4,0.7,Professional,0,0,0,1,Male,Los Angeles,0,0
34,9,71,4,1.3,Undergrad,0,0,0,1,Male,Los Angeles,0,0
34,10,71,4,0.1,Postgrad,0,0,0,0,Female,San Francisco,0,0
34,10,71,1,0.1,Undergrad,257,0,0,1,Female,Santa Cruz,0,0
34,9,72,3,2.3,Undergrad,124,0,0,0,Female,Alameda,0,0
34,8,75,2,1.8,Undergrad,0,0,0,0,Male,Sacramento,0,0
34,9,75,1,2.8,Undergrad,194,0,0,0,Female,Santa Clara,0,0
34,9,78,3,0.6,Postgrad,0,0,0,1,Female,Los Angeles,0,0
34,8,79,1,2.5,Undergrad,0,0,0,1,Male,Yolo,0,0
34,8,81,3,0.9,Postgrad,208,0,0,1,Female,Los Angeles,0,0
34,10,81,4,3.4,Undergrad,0,0,0,1,Female,San Mateo,0,0
34,7,82,4,2,Postgrad,0,0,0,1,Female,Sacramento,0,0
34,8,82,2,1.5,Professional,0,1,1,1,Female,Santa Barbara,0,0
34,8,82,1,2.7,Postgrad,251,0,0,1,Female,Orange,0,0
34,8,82,2,1.8,Undergrad,178,0,0,1,Female,Los Angeles,0,0
34,4,83,4,4,Professional,0,0,0,1,Female,Orange,0,0
34,10,83,2,2,Postgrad,148,0,0,0,Female,Santa Cruz,0,0
34,9,84,4,2.2,Postgrad,323,0,0,1,Female,Alameda,0,0
34,9,84,3,0.6,Postgrad,0,0,0,1,Female,San Diego,0,0
34,10,84,4,0.1,Postgrad,0,0,0,1,Male,Yolo,0,0
34,10,88,2,0,Undergrad,121,0,0,1,Female,San Mateo,0,0
34,9,89,1,0,Undergrad,0,0,0,1,Male,San Bernardino,0,0
34,10,90,2,2.7,Undergrad,0,0,0,1,Male,Santa Clara,0,0
34,9,92,1,2.8,Undergrad,0,0,0,1,Male,Los Angeles,0,0
34,10,92,2,2.7,Undergrad,0,1,1,0,Female,Los Angeles,0,0
34,9,93,1,0,Undergrad,0,0,0,1,Female,Alameda,0,0
34,8,99,2,4.5,Professional,217,0,0,0,Male,Santa Barbara,0,0
34,9,99,4,2.2,Postgrad,155,0,0,1,Female,Los Angeles,0,0
34,9,102,4,2.2,Postgrad,0,0,0,1,Male,San Diego,0,0
34,9,104,3,1.2,Professional,0,0,0,1,Male,Sacramento,0,0
34,9,104,1,4.6,Undergrad,0,0,0,1,Male,San Diego,0,0
34,9,105,3,1.2,Professional,0,1,0,0,Female,Los Angeles,0,0
34,10,110,1,4,Undergrad,0,0,0,1,Female,Orange,0,0
34,9,122,1,0,Undergrad,0,0,0,1,Male,Orange,0,0
34,10,131,2,4.3,Undergrad,156,0,0,1,Male,Santa Clara,0,0
34,9,133,1,3.8,Undergrad,0,0,0,1,Female,San Diego,0,0
34,9,134,1,4.6,Undergrad,164,1,0,1,Female,Alameda,0,0
34,10,134,1,4,Undergrad,0,0,0,0,Male,Los Angeles,0,0
34,9,138,2,7.8,Undergrad,227,0,0,1,Female,Alameda,0,0
34,10,152,2,6.5,Undergrad,0,0,0,0,Female,Los Angeles,0,0
34,10,155,2,6.5,Undergrad,0,0,0,1,Female,Orange,0,0
34,9,198,2,3,Undergrad,422,0,0,1,Male,Sacramento,0,0
35,9,8,1,0.4,Postgrad,0,0,0,1,Female,Santa Clara,0,0
35,11,9,4,0.7,Postgrad,0,0,0,1,Male,Santa Barbara,0,0
35,11,14,4,1,Undergrad,0,0,1,1,Female,Alameda,0,0
35,9,20,2,1.4,Professional,0,0,0,1,Female,Alameda,0,0
35,9,21,2,1.4,Professional,125,0,0,1,Female,Los Angeles,0,0
35,10,21,3,1.3,Undergrad,115,0,0,0,Male,San Diego,0,0
35,11,21,2,1,Postgrad,0,0,0,0,Male,Sacramento,0,0
35,5,22,1,0.7,Professional,103,0,0,0,Male,San Luis Obispo,0,0
35,9,22,3,0.1,Postgrad,0,0,1,1,Male,Santa Clara,0,0
35,9,23,4,0.3,Undergrad,0,0,0,0,Male,Sacramento,0,0
35,10,23,4,0.2,Professional,0,0,0,1,Female,Alameda,0,0
35,10,23,4,1.1,Professional,0,0,0,0,Male,Los Angeles,0,0
35,9,24,4,0.3,Undergrad,0,0,0,1,Female,Placer,0,0
35,10,24,4,1.1,Professional,0,0,0,0,Male,Santa Clara,0,0
35,11,24,1,0.5,Professional,0,0,0,1,Male,Yolo,0,0
35,11,24,4,0.4,Postgrad,0,0,0,0,Female,Humboldt,0,0
35,9,25,3,0.1,Postgrad,0,1,0,1,Female,Contra Costa,0,0
35,11,25,2,1,Postgrad,0,0,0,0,Female,Orange,0,0
35,9,28,1,0.6,Professional,0,0,0,0,Male,Alameda,0,0
35,9,28,4,1,Undergrad,75,0,0,1,Female,Alameda,0,0
35,9,29,3,0.9,Undergrad,126,0,0,1,Female,Stanislaus,0,0
35,10,29,4,1.1,Professional,0,0,0,1,Female,San Francisco,0,0
35,8,30,4,1,Postgrad,0,1,0,0,Female,Santa Clara,0,0
35,9,30,4,1,Undergrad,163,0,0,1,Female,San Francisco,0,0
35,10,30,3,1.3,Undergrad,0,1,1,1,Female,Santa Clara,0,0
35,11,30,1,1.7,Undergrad,0,1,0,0,Female,Santa Clara,0,0
35,10,31,3,1.3,Undergrad,0,0,0,0,Male,Yolo,0,0
35,11,32,1,1.3,Undergrad,137,0,0,1,Male,Ventura,0,0
35,9,33,2,0.3,Undergrad,0,1,0,1,Male,Los Angeles,0,0
35,10,33,4,1.7,Undergrad,87,0,0,1,Female,Los Angeles,0,0
35,10,34,4,1.7,Undergrad,87,0,0,1,Female,Humboldt,0,0
35,11,34,1,1.5,Postgrad,0,0,0,0,Female,Santa Barbara,0,0
35,8,38,4,1,Postgrad,0,0,0,1,Female,Santa Cruz,0,0
35,8,38,4,1,Postgrad,124,0,0,1,Female,Santa Barbara,0,0
35,10,38,4,1.7,Undergrad,0,0,0,1,Male,El Dorado,0,0
35,11,38,1,1.5,Postgrad,136,0,0,1,Male,Los Angeles,0,0
35,11,38,1,1.7,Undergrad,0,0,0,0,Female,Humboldt,0,0
35,9,40,3,0.9,Undergrad,0,0,0,1,Female,Monterey,0,0
35,9,40,3,0.9,Undergrad,0,0,0,1,Male,Monterey,0,0
35,11,40,1,2.4,Postgrad,0,1,0,1,Female,Santa Barbara,0,0
35,11,40,1,2.4,Postgrad,0,0,0,1,Male,San Bernardino,0,0
35,8,41,2,1,Postgrad,0,0,0,1,Female,Orange,0,0
35,9,41,4,1.2,Postgrad,0,0,0,1,Female,Los Angeles,0,0
35,11,41,1,2.4,Postgrad,0,0,0,0,Female,Alameda,0,0
35,11,41,3,2,Undergrad,0,0,0,1,Male,San Diego,0,0
35,11,42,1,1.5,Professional,0,0,0,1,Male,Santa Barbara,0,0
35,8,43,2,1.7,Postgrad,0,0,0,0,Male,Sacramento,0,0
35,9,43,4,1.2,Postgrad,0,1,0,1,Male,San Diego,0,0
35,9,43,2,0.3,Undergrad,0,0,0,1,Female,Monterey,0,0
35,8,44,4,1,Postgrad,192,0,0,0,Male,San Benito,0,0
35,8,44,2,1.7,Postgrad,0,1,0,0,Female,Solano,0,0
35,9,44,3,0.9,Undergrad,89,0,0,0,Male,San Diego,0,0
35,9,44,4,0.2,Undergrad,0,0,0,1,Male,San Diego,0,0
35,8,45,4,1,Postgrad,0,0,0,0,Male,Los Angeles,0,0
35,9,45,3,0.9,Undergrad,101,1,0,0,Female,Los Angeles,0,0
35,9,45,1,2,Undergrad,0,0,0,1,Male,Los Angeles,0,0
35,8,48,2,1.7,Postgrad,0,0,0,1,Female,Santa Barbara,0,0
35,8,48,2,1,Postgrad,0,0,0,1,Male,Orange,0,0
35,10,48,1,2.5,Professional,164,0,0,1,Male,Santa Cruz,0,0
35,9,50,4,2.2,Postgrad,0,0,0,0,Male,San Diego,0,0
35,9,51,4,2.2,Postgrad,110,0,0,1,Female,Contra Costa,0,0
35,8,52,2,1,Postgrad,0,0,0,0,Female,Yolo,0,0
35,9,53,4,2.2,Postgrad,0,0,0,1,Male,San Francisco,0,0
35,11,53,3,2.8,Undergrad,0,0,0,0,Female,Los Angeles,0,0
35,10,54,1,2.5,Professional,0,0,0,0,Female,Monterey,0,0
35,8,55,2,1.7,Postgrad,0,0,0,1,Male,Orange,0,0
35,9,55,1,2,Undergrad,0,0,0,1,Male,Alameda,0,0
35,10,55,4,1.3,Undergrad,0,0,0,0,Male,Alameda,0,0
35,9,58,1,2.5,Undergrad,0,0,0,1,Female,Los Angeles,0,0
35,10,58,4,0.7,Professional,232,0,0,0,Female,Los Angeles,0,0
35,11,58,3,2,Undergrad,149,0,0,1,Female,Sacramento,0,0
35,11,58,3,2.8,Undergrad,0,0,0,1,Male,Los Angeles,0,0
35,11,59,4,0.1,Postgrad,0,0,0,0,Female,Santa Clara,0,0
35,10,61,4,2.1,Professional,0,0,0,1,Male,Santa Clara,0,0
35,10,62,3,2.3,Undergrad,0,0,0,0,Female,Santa Barbara,0,0
35,9,63,2,1.8,Undergrad,0,0,0,1,Female,Orange,0,0
35,10,64,3,2.3,Undergrad,0,0,1,1,Male,Alameda,0,0
35,10,64,3,0.7,Postgrad,230,0,0,1,Male,Santa Clara,0,0
35,11,65,3,2.8,Undergrad,240,0,0,1,Male,Los Angeles,0,0
35,5,68,4,1.8,Professional,0,0,0,0,Male,Los Angeles,0,0
35,11,68,2,0,Undergrad,126,0,0,0,Female,Sonoma,0,0
35,9,69,4,1.9,Postgrad,0,0,0,0,Female,Alameda,0,0
35,10,72,3,2.3,Undergrad,285,0,0,0,Female,Ventura,0,0
35,11,72,3,2.6,Postgrad,0,0,0,1,Male,Alameda,0,0
35,10,73,3,2.3,Undergrad,0,0,0,1,Male,Monterey,0,0
35,10,74,4,1.3,Undergrad,0,0,0,1,Male,Los Angeles,0,0
35,10,75,4,0.7,Professional,0,0,0,1,Male,Monterey,0,0
35,11,75,4,2,Professional,79,0,0,0,Male,Orange,0,0
35,11,75,2,1.7,Postgrad,0,0,0,1,Male,Alameda,0,0
35,10,78,1,2.6,Postgrad,0,0,0,1,Male,San Francisco,0,0
35,10,78,1,2.6,Postgrad,0,0,0,0,Female,San Diego,0,0
35,9,79,4,2.2,Postgrad,0,0,0,0,Male,Santa Clara,0,0
35,10,79,4,2.1,Professional,0,1,0,1,Male,San Benito,0,0
35,10,79,4,2.1,Professional,182,0,0,1,Male,Alameda,0,0
35,5,81,4,4,Professional,0,0,0,1,Male,Sacramento,0,0
35,9,81,1,2.7,Postgrad,0,0,0,1,Male,Los Angeles,0,0
35,10,81,3,0.6,Postgrad,104,0,0,1,Female,Los Angeles,0,0
35,11,81,2,0,Undergrad,0,0,0,1,Female,San Diego,0,0
35,9,82,3,0.9,Postgrad,0,0,0,1,Male,Santa Cruz,0,0
35,9,82,1,2.5,Undergrad,138,0,0,0,Male,Alameda,0,0
35,11,82,2,1.7,Postgrad,0,0,0,1,Female,Santa Clara,0,0
35,11,82,4,3.4,Undergrad,0,0,0,0,Male,San Francisco,0,0
35,9,83,2,4.5,Professional,0,0,0,1,Female,Los Angeles,0,0
35,10,83,4,0.7,Professional,315,0,0,1,Female,Tuolumne,0,0
35,11,83,2,2.2,Undergrad,0,0,0,0,Female,San Diego,0,0
35,9,84,4,2.2,Postgrad,322,0,0,0,Female,Santa Clara,0,0
35,9,84,4,2.2,Postgrad,0,0,0,1,Female,Alameda,0,0
35,5,85,4,4,Professional,0,0,0,1,Male,Orange,0,0
35,9,85,2,1.8,Undergrad,0,0,0,0,Female,San Diego,0,0
35,10,85,4,2.1,Professional,0,0,0,0,Female,Stanislaus,0,0
35,11,85,4,0.1,Postgrad,131,0,0,0,Male,San Diego,0,0
35,11,90,2,0,Undergrad,0,0,0,0,Female,Alameda,0,0
35,5,93,4,1.8,Professional,0,0,0,0,Female,Los Angeles,0,0
35,11,93,2,2.7,Undergrad,0,0,0,1,Male,Los Angeles,0,0
35,10,94,1,0,Undergrad,174,0,0,1,Female,Los Angeles,0,0
35,9,100,1,2.7,Postgrad,0,0,0,0,Female,San Francisco,0,0
35,9,103,2,4.5,Professional,0,0,0,1,Male,Santa Clara,0,0
35,10,104,3,0.6,Postgrad,0,0,0,0,Male,Ventura,0,0
35,9,105,2,4.5,Professional,0,0,0,0,Male,Los Angeles,0,0
35,10,105,1,4.6,Undergrad,0,0,0,0,Female,Orange,0,0
35,10,118,2,7.8,Undergrad,358,0,0,0,Female,San Diego,0,0
35,10,128,1,3.8,Undergrad,0,0,0,1,Female,Orange,0,0
35,10,132,1,3.8,Undergrad,82,0,0,0,Male,San Francisco,0,0
35,10,139,2,7.8,Undergrad,0,0,0,0,Male,Santa Cruz,0,0
35,10,139,1,4.6,Undergrad,0,0,0,0,Male,Los Angeles,0,0
35,9,142,2,0,Undergrad,0,1,0,1,Female,Los Angeles,0,0
35,10,143,1,8.6,Undergrad,0,0,0,1,Female,Los Angeles,0,0
35,10,152,2,3,Undergrad,0,0,0,1,Male,San Francisco,0,0
35,10,161,1,4.1,Undergrad,0,1,0,1,Male,San Francisco,0,0
35,9,164,2,0,Undergrad,500,0,0,0,Female,Santa Clara,0,0
35,10,164,2,7.8,Undergrad,0,0,0,1,Female,Los Angeles,0,0
35,9,179,2,0,Undergrad,76,1,0,1,Male,Los Angeles,0,0
35,10,179,1,8.6,Undergrad,357,0,0,0,Female,San Diego,0,0
35,11,193,2,6.5,Undergrad,0,0,0,0,Female,Los Angeles,0,0
35,10,200,2,3,Undergrad,458,0,0,0,Male,Los Angeles,0,0
36,11,8,4,0.2,Professional,81,0,0,0,Male,San Luis Obispo,0,0
36,11,9,4,0.2,Professional,0,0,0,0,Male,Alameda,0,0
36,11,9,4,0.2,Professional,0,0,0,1,Female,Los Angeles,0,0
36,11,9,2,0.3,Postgrad,99,1,0,0,Female,Los Angeles,0,0
36,12,10,4,0.7,Postgrad,81,0,0,0,Male,Kern,0,0
36,6,11,1,0.7,Professional,0,1,1,1,Female,San Diego,0,0
36,11,14,4,0.2,Professional,100,0,0,1,Female,Orange,0,0
36,11,15,2,0.3,Postgrad,119,0,0,0,Female,Alameda,0,0
36,12,18,1,0.5,Professional,0,0,0,0,Male,Los Angeles,0,0
36,12,18,4,1,Undergrad,0,0,0,1,Male,Humboldt,0,0
36,10,20,4,0.3,Undergrad,97,0,0,1,Female,Los Angeles,0,0
36,6,21,1,0.7,Professional,0,1,0,1,Male,Los Angeles,0,0
36,10,21,3,0.1,Postgrad,0,0,0,0,Male,San Diego,0,0
36,10,21,3,0.1,Postgrad,0,0,0,0,Male,San Diego,0,0
36,12,22,4,1,Undergrad,91,1,0,1,Female,Riverside,0,0
36,11,23,4,0.2,Professional,0,0,0,1,Female,Contra Costa,0,0
36,6,25,1,0.7,Professional,0,0,0,1,Male,Santa Clara,0,0
36,12,25,4,1,Undergrad,0,0,0,1,Female,Santa Clara,0,0
36,12,25,4,1,Undergrad,147,0,0,0,Female,San Diego,0,0
36,10,28,4,1,Undergrad,130,0,0,1,Female,Los Angeles,0,0
36,10,29,4,1,Undergrad,0,0,0,1,Female,Ventura,0,0
36,12,29,1,1.3,Undergrad,81,0,0,1,Female,Contra Costa,0,0
36,10,30,2,0.8,Professional,0,0,0,1,Male,Los Angeles,0,0
36,9,31,4,1,Postgrad,0,1,0,1,Female,Sacramento,0,0
36,10,31,4,1.2,Postgrad,0,0,0,0,Male,Orange,0,0
36,11,31,4,1.7,Undergrad,124,0,0,1,Male,Santa Clara,0,0
36,11,32,3,1.3,Undergrad,0,0,0,0,Female,Los Angeles,0,0
36,10,33,3,0.9,Undergrad,0,0,0,0,Female,San Mateo,0,0
36,10,35,2,0.3,Undergrad,98,0,0,1,Male,Alameda,0,0
36,12,35,4,0.4,Postgrad,0,0,0,1,Male,Sacramento,0,0
36,12,38,1,1.5,Postgrad,0,0,0,0,Male,San Francisco,0,0
36,10,39,1,2,Undergrad,153,0,0,0,Female,San Diego,0,0
36,11,39,4,1.7,Undergrad,0,0,0,1,Male,Los Angeles,0,0
36,9,40,2,1.7,Postgrad,129,1,0,1,Male,Riverside,0,0
36,9,40,2,1,Postgrad,0,0,0,1,Female,Los Angeles,0,0
36,11,40,2,1.1,Postgrad,166,1,0,0,Female,Fresno,0,0
36,12,40,2,0.6,Professional,0,0,0,1,Male,Los Angeles,0,0
36,10,42,4,1.2,Postgrad,0,0,0,1,Female,Santa Barbara,0,0
36,12,42,1,1.3,Undergrad,0,0,0,1,Female,Kern,0,0
36,9,44,4,1,Postgrad,101,1,0,1,Male,Monterey,0,0
36,11,44,2,1.1,Postgrad,85,0,0,1,Female,Los Angeles,0,0
36,9,49,2,1.7,Postgrad,0,0,0,0,Male,San Mateo,0,0
36,12,51,3,2,Undergrad,214,0,0,1,Female,Riverside,0,0
36,10,55,1,2,Undergrad,95,0,0,1,Female,Los Angeles,0,0
36,12,58,1,3.6,Postgrad,0,0,0,0,Male,Ventura,0,0
36,12,59,3,2,Undergrad,216,0,0,0,Female,San Francisco,0,0
36,12,62,4,0.1,Postgrad,145,0,0,0,Male,San Mateo,0,0
36,11,64,4,2.1,Professional,0,0,0,0,Female,Los Angeles,0,0
36,12,64,3,2.8,Undergrad,205,0,0,0,Male,Alameda,0,0
36,10,65,4,2.2,Postgrad,0,0,0,0,Female,Los Angeles,0,0
36,12,65,3,2.6,Postgrad,0,0,0,1,Female,Santa Clara,0,0
36,6,69,4,4,Professional,0,0,0,1,Male,Los Angeles,0,0
36,11,69,4,2.1,Professional,0,0,0,1,Male,Butte,0,0
36,12,70,3,2.6,Postgrad,165,0,0,1,Female,San Diego,0,0
36,11,72,1,2.8,Undergrad,224,0,0,0,Male,Los Angeles,0,0
36,10,73,2,2.8,Undergrad,0,0,0,1,Female,Santa Clara,0,0
36,12,73,4,2,Professional,188,0,0,1,Female,Yolo,0,0
36,10,74,1,2.5,Undergrad,0,0,0,0,Male,Santa Clara,0,0
36,6,78,4,1.8,Professional,163,0,0,0,Female,Los Angeles,0,0
36,10,78,2,4.5,Professional,204,0,0,1,Male,Santa Cruz,0,0
36,12,79,2,2.2,Undergrad,0,0,0,1,Male,Los Angeles,0,0
36,10,80,4,2.2,Postgrad,0,0,0,1,Female,Alameda,0,0
36,10,80,4,2.2,Postgrad,0,0,0,1,Female,Contra Costa,0,0
36,10,82,2,2.8,Undergrad,0,0,0,0,Male,Alameda,0,0
36,10,83,1,2.8,Professional,0,0,0,0,Male,Alameda,0,0
36,11,83,1,2.8,Undergrad,0,0,0,0,Female,Los Angeles,0,0
36,12,84,1,0.8,Postgrad,0,0,0,1,Female,Los Angeles,0,0
36,11,85,3,1.2,Professional,0,0,0,1,Female,Los Angeles,0,0
36,12,88,2,2.7,Undergrad,0,0,0,1,Male,Los Angeles,0,0
36,6,90,4,1.8,Professional,0,1,0,0,Male,Los Angeles,0,0
36,11,90,1,2.8,Undergrad,0,0,0,1,Male,Alameda,0,0
36,10,91,1,1.5,Professional,289,0,0,1,Female,San Diego,0,0
36,12,92,2,0,Undergrad,184,0,0,0,Male,Alameda,0,0
36,10,93,1,2.8,Professional,0,0,0,1,Male,Santa Clara,0,0
36,12,93,2,2.2,Undergrad,0,0,0,1,Male,Santa Clara,0,0
36,12,93,2,2.2,Undergrad,0,0,0,1,Female,Orange,0,0
36,11,98,3,1.2,Professional,0,1,0,0,Male,Los Angeles,0,0
36,11,101,3,1.2,Professional,0,1,0,0,Male,Los Angeles,0,0
36,11,103,1,4.6,Undergrad,255,0,0,1,Male,Kern,0,0
36,11,110,1,3.8,Undergrad,0,0,0,1,Female,San Francisco,0,0
36,11,133,1,3.8,Undergrad,290,1,1,1,Female,Los Angeles,0,0
36,11,152,2,3.9,Undergrad,159,0,0,0,Male,Humboldt,0,0
36,11,158,2,7.8,Undergrad,114,0,0,1,Female,Santa Clara,0,0
36,11,162,1,8.6,Undergrad,153,1,0,1,Female,Contra Costa,0,0
36,11,164,2,7.8,Undergrad,0,0,0,1,Female,Santa Clara,0,0
36,10,183,2,0,Undergrad,0,0,0,0,Female,Merced,0,0
36,12,188,2,6.5,Undergrad,0,0,0,1,Male,Los Angeles,0,0
36,11,195,2,3,Undergrad,0,0,0,1,Female,Placer,0,0
37,11,11,3,0.1,Postgrad,0,0,0,0,Female,San Francisco,0,0
37,11,14,3,0.1,Postgrad,113,0,0,1,Female,Orange,0,0
37,11,19,3,0.2,Postgrad,0,0,0,1,Female,Santa Clara,0,0
37,11,21,3,0.2,Postgrad,0,0,0,1,Female,Alameda,0,0
37,11,22,3,0.1,Postgrad,0,0,0,1,Female,Fresno,0,0
37,11,22,3,0.1,Postgrad,114,0,0,0,Female,Los Angeles,0,0
37,11,24,4,1.5,Professional,0,0,0,0,Male,Los Angeles,0,0
37,11,24,4,1,Undergrad,0,0,0,0,Female,San Francisco,0,0
37,11,28,2,0.8,Professional,0,0,0,0,Female,Alameda,0,0
37,12,28,4,1.7,Undergrad,0,1,1,1,Female,Yolo,0,0
37,11,29,2,1.4,Professional,0,0,0,1,Female,Los Angeles,0,0
37,13,29,4,0.4,Postgrad,155,0,0,1,Male,San Diego,0,0
37,11,30,2,0.3,Undergrad,146,0,0,0,Male,Santa Clara,0,0
37,11,32,2,1.4,Professional,0,1,0,1,Male,Alameda,0,0
37,13,33,4,0.4,Postgrad,0,0,0,0,Male,Los Angeles,0,0
37,11,34,3,0.2,Postgrad,0,0,0,0,Female,Yolo,0,0
37,11,34,3,0.9,Undergrad,0,0,0,1,Female,Placer,0,0
37,10,35,4,1,Postgrad,0,0,0,0,Female,Riverside,0,0
37,11,35,2,0.8,Professional,0,0,0,0,Female,Alameda,0,0
37,11,35,2,0.8,Professional,125,0,0,0,Male,Los Angeles,0,0
37,13,38,1,1.5,Postgrad,116,0,0,0,Female,Alameda,0,0
37,12,40,2,1.1,Postgrad,0,1,0,0,Male,Los Angeles,0,0
37,12,42,3,0.7,Postgrad,0,0,0,1,Female,Alameda,0,0
37,11,43,4,1.2,Postgrad,0,1,0,0,Female,Riverside,0,0
37,11,43,1,2,Undergrad,0,0,0,1,Male,Los Angeles,0,0
37,13,43,3,2.8,Undergrad,0,0,0,1,Female,San Francisco,0,0
37,11,44,4,0.2,Undergrad,0,0,0,0,Female,Santa Barbara,0,0
37,13,45,1,1.8,Undergrad,0,0,0,0,Female,Solano,0,0
37,13,49,4,2,Professional,192,0,0,0,Male,Los Angeles,0,0
37,11,51,3,2.1,Undergrad,0,0,0,1,Female,Kern,0,0
37,12,52,2,1.1,Postgrad,0,0,0,1,Female,Monterey,0,0
37,12,55,1,2.5,Professional,0,0,0,1,Male,Sacramento,0,0
37,13,58,2,0.6,Professional,0,0,0,0,Male,San Joaquin,0,0
37,11,59,4,0.2,Professional,0,0,0,0,Male,Alameda,0,0
37,13,59,1,3.6,Postgrad,0,0,0,0,Female,Monterey,0,0
37,11,60,2,2.8,Undergrad,181,0,0,0,Male,Sacramento,0,0
37,12,60,4,2.1,Professional,217,0,0,1,Female,Yolo,0,0
37,11,61,3,0.9,Postgrad,0,0,0,0,Male,Santa Clara,0,0
37,20,61,2,2.8,Undergrad,0,0,0,0,Female,Santa Clara,0,0
37,12,62,3,0.7,Postgrad,0,0,0,0,Male,San Diego,0,0
37,12,63,4,2.1,Professional,0,0,0,1,Female,San Diego,0,0
37,12,63,3,2.3,Undergrad,0,0,0,1,Female,Sacramento,0,0
37,11,64,3,0.9,Postgrad,0,0,0,1,Female,Siskiyou,0,0
37,13,64,1,1.5,Professional,0,0,0,1,Male,San Francisco,0,0
37,11,65,2,2.4,Postgrad,260,0,0,1,Female,San Francisco,0,0
37,11,69,3,2.1,Undergrad,0,1,0,0,Female,San Diego,0,0
