Region,Temperature,Rainfall,Soil_Type,Fertilizer_Usage,Pesticide_Usage,Irrigation,Crop_Variety,Yield
South,16.294653449686756,482.21605989624754,Clayey,92.97813943177609,43.48647856780103,0,Variety C,25.427297527846317
West,24.9824600399573,402.2624739697982,Clayey,186.83117108487153,44.61178236804098,0,Variety B,21.321658258359093
East,20.149980162454785,769.8252696336813,Sandy,91.14981842489368,34.11385521582545,1,Variety A,41.34527851549018
North,29.9154135260295,689.5968239713964,Sandy,65.96994185772571,39.10145708920571,0,Variety A,38.1097225595097
South,23.456394233607462,472.9781465618324,Loamy,129.3472125069713,14.606231496114814,1,Variety B,24.9691058035874
North,20.0188397188874,550.8516559481992,Clayey,105.07977465549189,33.525042618714195,1,Variety B,30.712744054896085
North,24.692283630599757,425.582351709409,Loamy,178.8262969985942,36.67862813948727,1,Variety B,22.4902630778815
East,31.353497925460957,-68.69705841035511,Loamy,75.59177114580233,18.02851371655169,1,Variety B,1.0059432426900852
South,28.154079245723096,504.09860258520496,Loamy,237.94269692074454,45.20618931641036,1,Variety C,25.704497053732275
West,26.09958575302967,561.1228722502432,Loamy,276.55837985878463,17.799869500840792,0,Variety A,26.999216922858242
West,18.369524704765716,177.46764839195453,Clayey,235.8587934890486,22.539094393858015,0,Variety C,8.089562939491822
East,33.10800049883161,599.8822138389205,Loamy,183.20675935034856,34.82227388093834,1,Variety A,32.154061696543145
East,21.891864129820483,443.88466441103816,Clayey,265.1669554472213,35.53400260522923,1,Variety A,21.446584129501634
South,29.668919564361715,567.5867441269324,Clayey,223.72959494537687,37.97538963949469,0,Variety B,28.843979984569177
West,23.373185608242924,449.92027052598286,Sandy,52.637780612547466,14.480468522728227,0,Variety C,25.994108803008345
West,29.187539362416196,750.1908948453698,Clayey,148.5225381936258,43.978577197142215,0,Variety B,39.70675750301675
West,31.53437047937637,545.2457641168173,Sandy,262.7379748517,31.313885291330394,0,Variety C,27.182644363116466
North,28.24068634953767,700.4832917344015,Clayey,136.46471449381733,28.852871764202735,1,Variety A,37.92940742670472
West,28.779274798799698,716.945228434989,Clayey,58.80379338138088,49.243904980540385,1,Variety B,39.83707813178026
North,24.50780506922184,276.08885478231787,Clayey,236.54490963806808,39.61513187764079,0,Variety B,14.636768243774943
South,22.830169289635947,352.19662599577043,Sandy,250.50956757071714,14.720241064774996,1,Variety A,18.125451181341663
North,25.69149344892905,590.3221365452512,Sandy,90.14842376082714,40.26156668904963,0,Variety A,32.66350919435473
South,23.300427471153917,426.89254324836554,Loamy,184.3351242107953,13.80995735891478,1,Variety A,21.517177178399237
West,37.33601855406246,452.27864614874085,Sandy,97.98885974893145,11.098822500519393,0,Variety B,26.690766537292152
West,20.038208567547432,757.3129644341219,Sandy,229.8086047610367,26.145035810795886,1,Variety C,37.604978441809074
South,30.010426082952044,437.92672436158597,Sandy,117.88761379437142,49.743126912768744,0,Variety B,24.050286184782397
East,27.585984172695067,306.21413035028354,Sandy,129.0537806408325,16.995357447794504,0,Variety C,17.307181296814623
South,26.149361040619688,333.2399996728811,Loamy,261.2427134100253,36.9057737410716,1,Variety B,16.118164452540807
East,32.3994304995692,936.4713002385402,Sandy,169.08058805172607,16.935842648244773,0,Variety B,48.93529784772916
North,26.491887263005896,464.35610392295257,Clayey,217.43861280456196,38.99147899833544,1,Variety A,24.82621869763859
North,21.825465401287925,227.1504489564179,Clayey,150.59326268061693,30.214146729513047,1,Variety C,13.441218130190741
North,26.458651886267038,146.10828093668113,Sandy,124.50171429843886,37.19886840357505,0,Variety B,10.842507569886775
West,24.084108655473855,375.0726714651773,Sandy,206.36951510616535,18.114927036569384,1,Variety B,18.75784792189524
North,27.516423344083243,460.6955761145233,Clayey,88.71439351970531,39.82513330082008,1,Variety A,26.259115917505827
East,29.065368158147493,689.8347412855345,Clayey,143.24995889171575,49.82476238490827,1,Variety A,36.561762106086015
North,20.704560288179653,670.4690332923534,Loamy,102.25925934648058,36.626020025038386,1,Variety C,36.663406663685954
South,30.976680590014077,498.730715785433,Clayey,223.9487417351864,29.739199922915105,1,Variety B,25.944953835080064
South,23.725500775657704,409.16628276808217,Clayey,286.0522095865269,46.92695954477059,0,Variety C,19.204578122477972
West,27.218069613410893,567.920370684338,Sandy,298.8777420039666,10.634073689275052,1,Variety B,27.957113421465184
South,28.08515085160348,150.2507847727224,Clayey,162.56920261039767,39.19694077143284,1,Variety C,8.842275846320144
East,26.83694345315315,896.2161787858436,Loamy,113.13259740911113,45.54986067255251,1,Variety A,47.421176854822775
North,24.454457411737156,630.8211191713222,Clayey,160.70734259608105,12.466983344838297,1,Variety B,33.770987824667166
West,22.55701209003668,673.3980439456544,Sandy,261.81735249068095,28.002566816630328,1,Variety C,32.915212406218814
North,23.655027463483293,285.1693236246779,Sandy,101.50141963800996,18.188778157999955,0,Variety A,15.737119050287678
North,32.82585966264438,756.5297282593192,Clayey,288.0239129132309,32.6607266235132,1,Variety A,37.397462677123656
East,20.670667814354704,407.99656779474094,Sandy,135.46644219953777,35.98171834414642,0,Variety C,21.614432300379136
South,21.40378331018517,309.48837543628736,Loamy,296.4509148625762,22.1049273171502,0,Variety B,13.769159065526079
South,21.184255884281427,492.16552587875606,Loamy,259.6522218834906,28.399266787124034,0,Variety B,23.498250789720878
North,25.678769399588326,487.4889828023252,Clayey,252.14263353684757,21.17357941106238,0,Variety A,23.592364488366655
West,17.37647275006097,284.29258549760067,Clayey,129.4761684433209,24.77564657820455,1,Variety B,16.332409900443945
South,18.232200719328034,321.01252929172693,Clayey,52.194302986982365,16.381598267536944,0,Variety B,18.76543000849855
West,23.69522583520371,305.35364493439,Sandy,145.53322720649697,45.42237774342526,0,Variety B,16.831240967108897
South,18.561122773508814,307.25698642863506,Loamy,125.45234241567341,10.400416422365456,1,Variety A,16.92943676177495
West,18.96864345358599,422.38041858007995,Loamy,59.34924760219933,45.29636745775154,1,Variety C,25.083370454438715
East,18.598657953185302,222.20297276550843,Sandy,176.34131412648242,32.86715513398954,1,Variety B,11.747372598460874
West,20.766941454333356,361.7251005172128,Loamy,150.75782782068416,23.2663137670807,0,Variety A,19.185139048176925
East,28.656232533352032,709.0269096768538,Clayey,208.6391169353812,38.92228501841319,1,Variety A,37.161686119533705
East,29.778539780605414,664.6618904208367,Clayey,205.2965805485208,30.31008607450657,1,Variety C,34.745038018661944
West,34.59500446609303,290.0241518214491,Clayey,80.18665897417003,29.96434632430426,0,Variety B,18.484519706417096
East,34.41180929256739,691.6409834588467,Loamy,294.2413865316556,14.405691316758658,1,Variety B,33.651574616867656
North,28.931563549402235,106.7121461727902,Clayey,96.73285736036172,25.58064103781635,1,Variety C,9.134424017219441
East,30.13838837400516,985.8288644024307,Sandy,161.31850619117614,19.642573834269466,1,Variety C,51.60670540380527
South,25.655510453429592,760.0626384271185,Sandy,172.02938585843373,10.627836223851187,1,Variety A,39.89887780111648
West,27.599324260061344,388.05361757197863,Loamy,253.26569930353003,24.40398523128453,0,Variety A,19.188905842718885
North,34.718015240915854,576.485312347022,Sandy,74.80739902366169,13.59288517702419,1,Variety C,33.02034038240802
West,26.856064340284153,219.81613437817418,Sandy,157.16106980213294,20.273201509007407,1,Variety B,13.480345340169263
South,30.7661928927262,512.0885579851627,Loamy,207.12554255905098,13.700664847323779,0,Variety A,26.637599642989695
South,20.328241957107444,463.2673934995066,Clayey,103.7889054060139,14.037665022255954,1,Variety A,24.975722517044343
South,21.66880637870886,333.0473221215209,Clayey,206.8669746915182,17.96045177660753,0,Variety B,17.336165828289648
East,26.560347988974836,406.28850273482817,Clayey,280.9162093874132,49.99396977945601,1,Variety A,19.136895965696894
East,25.749658350316956,386.60250483811456,Loamy,299.3795327931688,10.087365714289952,0,Variety B,18.36796503819932
West,21.90032906297552,273.65265613647296,Sandy,58.112769197668925,35.54690544481621,0,Variety B,17.453876215132926
West,37.036887919656095,328.3705508206674,Clayey,108.89705706116938,15.649747921062293,0,Variety B,19.39112747379396
North,25.862970519574333,211.6311148000575,Clayey,127.57677894792437,46.82512546843103,0,Variety C,12.554936319632878
North,22.78637473907669,671.4661531121235,Loamy,149.78152511124154,13.74531573334517,1,Variety C,35.248340504221936
West,25.75809413680315,313.5774507087462,Clayey,110.56428939619185,48.20252748504946,0,Variety C,17.957910583603343
East,25.127133513058173,255.59582568596917,Loamy,100.87199863882813,34.43705549933912,1,Variety B,16.690183840444245
South,25.939012739455443,668.3009359631994,Sandy,288.638460604375,10.05072307661961,0,Variety B,31.688819423559455
West,17.031414923244835,573.924070867866,Loamy,279.63040069262945,45.76028791667224,0,Variety C,26.653453499425698
North,31.459733482834327,660.9002111897919,Loamy,61.74812525077937,30.868472054676733,0,Variety A,37.707682652168316
East,31.74414710219575,683.2166448393309,Loamy,134.70325540121206,20.50678941321938,1,Variety B,36.9797074299923
West,32.35160386018243,887.4909793876848,Loamy,151.28713841960166,40.69116710062521,0,Variety A,46.1160767290772
West,26.627158792681488,468.79204666136314,Sandy,109.75363366648584,47.0666221554748,1,Variety A,26.53875287989146
East,28.31240530082258,208.4784642008985,Sandy,207.21822424704388,29.347632925871757,1,Variety B,12.013619526039813
West,20.668865259963752,554.2075601524251,Clayey,210.09518666106027,22.622138977724436,1,Variety B,27.87894031532228
East,29.164496642986947,366.19907542403655,Sandy,262.62605708214926,41.55780495739707,1,Variety A,18.75106648926131
South,26.258938534469696,308.49894333689184,Sandy,235.21731709630447,37.27141991153819,1,Variety A,15.158187131328193
East,22.69796692180379,519.9850344434482,Clayey,185.6433317414889,45.550099350010896,1,Variety C,26.395668237813712
East,29.323723458204203,673.150546601918,Sandy,213.396692511105,37.700560510447716,1,Variety C,34.60192268556791
East,29.5172451804555,332.80103168074334,Loamy,118.49719538575452,19.741133555981452,1,Variety B,20.01684090436349
West,25.303044178374666,754.8776174663437,Loamy,198.26404749183942,47.26636999036076,1,Variety C,39.189653331810405
West,27.191912900642016,302.0772081994368,Clayey,172.3068136874798,14.193429888239653,0,Variety C,15.78590740255742
East,19.841414940332196,451.21935573490737,Clayey,83.33611682909259,20.717710004273915,0,Variety C,25.240597296563028
West,31.215917186071792,577.2615763561736,Clayey,110.63606914574268,30.807784308955423,0,Variety C,31.8552026737184
North,20.505934059825492,422.42015826318834,Loamy,122.92336268039651,32.629681042836054,0,Variety A,22.273531718308377
North,21.47287175960412,144.7995322122926,Sandy,281.07739176313953,10.612423465076217,0,Variety B,5.098621775300754
West,25.311578227152683,685.481498357761,Loamy,107.59665984647236,41.2229090328376,1,Variety C,37.26821112112603
West,30.5725814210923,375.30713192879455,Clayey,122.31097570491704,24.46429273701558,1,Variety A,22.52117683653334
East,30.569743166078304,648.9796898787386,Sandy,142.3385325223581,26.25674164008551,1,Variety A,35.17694937548657
South,24.97587689047435,247.17117299446758,Sandy,215.93568465634675,42.37478177747783,1,Variety A,12.56997222094076
West,28.865066811269056,281.31268358071765,Loamy,79.55959811803513,25.171335669101783,1,Variety C,16.926937754262372
North,16.55470775335552,672.4866819110714,Clayey,288.48630312344403,11.888995059790194,1,Variety C,32.77482423186455
East,21.403400049352236,568.1016185484046,Loamy,266.39280502369115,17.057590818814013,1,Variety B,28.238490137041513
West,21.505247802681993,412.2828578630647,Sandy,194.30401825223754,48.23612689552729,0,Variety C,21.029625732762483
North,31.261064548799087,571.0063196341675,Loamy,218.5094668562392,12.816214496100567,0,Variety C,30.045230083096236
North,28.273270814540037,309.1921728911284,Loamy,54.165117811053996,24.197248038720648,0,Variety A,19.31559291966614
South,25.923263879523002,522.0518234977818,Clayey,134.73619383711218,30.127166682053783,0,Variety B,27.734675210790307
East,26.40867531914687,525.710784678013,Clayey,248.9150576653605,29.7312330935424,1,Variety C,26.725671735033234
East,32.84169638015062,425.2436789617942,Sandy,69.37074344809648,10.15839772048571,1,Variety C,25.24407587900895
South,24.149101667467242,332.94285888184834,Loamy,120.57845855268005,30.046509258299615,1,Variety A,18.652660030858954
South,18.429663457329802,514.0497156429587,Loamy,196.32420708357782,25.35089831909637,0,Variety A,26.004771541012996
East,30.43597592197652,489.00377133982033,Loamy,114.10325692473545,48.88317341898229,1,Variety C,28.139600404476003
East,25.909195186025304,406.8355842160782,Sandy,283.49449353612977,16.366363359753194,1,Variety B,19.12593971844014
West,29.768358390828904,293.23710596385,Sandy,82.7646577010726,24.1661678703798,1,Variety B,17.86499914203301
West,24.776175963067463,502.4954098670935,Clayey,249.34858947694465,26.77925940359279,0,Variety A,24.39289145330602
South,20.806552381480536,407.33552703267884,Clayey,176.98717297660204,25.62774148403795,1,Variety A,21.05203571366013
West,27.014108605414883,293.06847591261334,Clayey,237.582693954989,36.6332331060745,0,Variety C,14.841425158655058
North,25.050875353707152,508.70596215162226,Loamy,127.67883207786186,18.620514301910752,0,Variety A,27.41083392027739
West,25.924711414372045,821.6610944110772,Loamy,178.6224005780097,18.842862112559672,0,Variety C,42.68553097924917
West,33.082852470587085,426.63446681858443,Clayey,264.2088374307941,39.168437940034124,0,Variety B,21.514460701989044
North,19.506487613076498,799.5553082484046,Loamy,166.7195247807761,30.011620747127186,1,Variety B,40.77173526327652
South,26.429593302379914,922.8663429460191,Clayey,139.9299654775674,26.606227042292417,0,Variety C,47.042112737044384
North,20.905016549206614,309.31621952446494,Sandy,184.03884656318402,16.768122067090072,0,Variety A,15.965263692018818
West,12.04727013439971,501.8088416397929,Clayey,229.3406882590917,17.501088916486665,1,Variety B,23.353191275129646
South,24.75517405488888,920.7463835632618,Sandy,160.89083637462568,10.422065472636021,1,Variety A,47.46654223769905
West,25.155114684999035,475.7840077181912,Loamy,284.7192437855682,13.657050754468369,0,Variety B,22.249463589649768
North,28.117610514753792,507.36242915308,Clayey,123.73645601058551,32.273547787609644,1,Variety C,27.950939831475953
North,23.912296257080282,165.99890512502162,Loamy,168.86590154228008,45.674925200336396,0,Variety C,8.655839721150079
West,17.554998224380142,393.66761993606644,Sandy,239.23191483536036,21.486590605222297,0,Variety C,18.291604218479154
East,20.887842113725686,611.1177369337875,Sandy,222.28027262393954,23.109889035845125,0,Variety B,30.772017894809053
East,31.58479418343352,985.85652859025,Sandy,265.910263104289,14.624224424460488,0,Variety A,49.70467482955754
North,20.816860353546843,460.7986333056619,Loamy,299.20229517027724,25.54523782428411,1,Variety A,22.40382168496522
North,32.916127648462535,167.47473554972902,Loamy,156.7145821987724,11.488868182773167,0,Variety A,10.536131161229145
East,30.249921462856918,218.95016184533824,Loamy,77.78771994582796,46.70402785047601,1,Variety B,15.05235540408517
East,23.41109697831965,492.84206281234066,Loamy,57.60397020199199,36.92445392498115,1,Variety B,28.91143914325599
West,21.354604184486504,735.4413596104498,Sandy,231.71922653494292,49.629952375728756,1,Variety B,36.03781338980372
West,30.239564845652893,627.4707365750791,Sandy,268.5034178271789,45.31292650713975,1,Variety B,31.930239210127517
East,23.7954437745319,592.0511727020253,Clayey,105.17814648610467,28.919623747926106,0,Variety B,32.52971244453018
West,17.271749301500208,761.8288773835193,Clayey,89.61200929747649,30.787401246015076,1,Variety A,40.08189845035765
West,27.81158310311629,355.9541824962097,Loamy,65.55127288142275,17.623041860687753,0,Variety B,21.95916155029549
South,27.08631723929093,503.8189439915131,Sandy,255.6757304293016,28.481573713582225,1,Variety B,26.314922355069505
West,30.68853101357389,395.9235759595209,Sandy,127.84548497314609,46.12111493971247,1,Variety A,23.19704553512593
North,26.747974996801485,445.7088529095853,Sandy,150.42422318994414,12.034136945432845,0,Variety B,24.249007865690594
West,22.254265114771414,298.74612913490296,Clayey,175.68754790240308,44.54227211993239,0,Variety A,15.0890939856096
West,31.34839419801067,431.2047857132408,Clayey,259.8633085523877,23.63791206570439,0,Variety A,22.032414498935818
East,31.834952163394217,494.4568867509202,Sandy,212.70830539037124,45.980510603852395,1,Variety C,25.63937811975945
North,26.166029819926038,425.70570002768994,Sandy,203.76615746445282,47.63519625365939,1,Variety C,22.51143523540823
West,25.301609572664862,467.78769939723963,Sandy,93.91802498897768,36.83459548007624,0,Variety C,26.276732981014426
West,18.383644884474474,581.0081086874372,Clayey,178.29747292745745,36.57695146370712,0,Variety C,27.6746939582789
South,21.96236828826762,747.7391538128799,Sandy,228.8452542946638,28.110173508349604,0,Variety B,37.20919112534536
West,28.80384820979677,762.2311736225196,Sandy,293.3152207576229,43.4216089817483,0,Variety C,38.43637648019244
West,22.213598498186496,652.2843534793984,Loamy,100.35157730333806,48.464510337331326,1,Variety A,34.282617766586576
South,17.715810653033387,248.00370431233682,Loamy,52.38583826680666,41.00327201356477,0,Variety B,15.09710351857748
East,42.4793889480005,427.9180028860293,Clayey,68.82535839961744,34.87746935026837,0,Variety C,25.293774182741856
West,17.682970207866557,445.1429938574797,Sandy,143.9631162954948,34.271715832853474,0,Variety A,22.699113668348158
South,36.28375698217059,368.5700338422871,Sandy,255.1361619364968,43.97879606334649,0,Variety B,17.989265724191327
North,23.4628827770087,568.4702358059213,Loamy,51.78552044206126,31.648150630851934,1,Variety B,32.31386082265432
East,24.57718500428096,181.13430134370844,Clayey,164.18264822146006,42.15439544995291,0,Variety C,10.627583004814115
North,21.638608639062006,838.7132939056582,Loamy,132.30765383534862,30.35541020696983,1,Variety B,44.15824179886669
North,28.91418582368946,739.044134304343,Loamy,63.12042752493189,12.497770998956966,0,Variety A,40.11612551235867
South,17.80112893444958,595.6404523803516,Loamy,162.55907166815433,25.35788035616621,0,Variety B,30.00625670080149
West,15.79835481882914,487.5781340159631,Loamy,113.68717683417971,27.77763830685995,1,Variety A,26.321134989040296
South,33.050857646893036,745.7678590145107,Sandy,137.97120858675163,15.66468979946469,0,Variety B,39.38459254861034
South,20.98013800596511,637.8809873560534,Sandy,226.40382619607325,14.099853167568511,1,Variety C,31.2995890902199
South,28.730440597698422,721.3275568436185,Loamy,180.3877459777418,31.418597986278165,1,Variety A,37.71210345234495
South,19.57271961551892,488.189583548032,Clayey,81.16185724820333,13.405745462243285,0,Variety B,26.271159889353225
East,28.54210521447291,857.8626171728334,Clayey,290.3536351059098,22.117806715603358,1,Variety B,42.646047636597594
West,33.41773249389225,733.3775751379712,Clayey,208.9776914274346,39.78387903852304,1,Variety B,38.980446877897556
North,22.36439307292442,601.9072590871863,Clayey,241.46710641563288,48.57728718271923,1,Variety A,31.301251834691985
North,15.332794466070094,751.194584086231,Loamy,69.8032875020927,38.71482322207714,1,Variety A,40.36597635694653
West,33.44396956654953,416.1676116332056,Sandy,61.764594865004725,49.70502193811481,1,Variety A,25.74047172242491
North,29.631221607624457,266.4999281305947,Clayey,54.86201259202029,37.9335188511761,1,Variety C,17.39121964380471
West,22.63214383114346,564.3101026094951,Loamy,97.19850694336111,21.7517788261731,1,Variety C,30.766060987611105
North,23.91023973365677,488.5819108373062,Clayey,153.60209942962376,36.88210162021448,1,Variety A,26.890105649908985
South,19.446739018751572,460.45653154447416,Clayey,283.95653335070574,38.08627060787615,0,Variety B,21.150205912011362
North,32.1012846622098,743.2624078698807,Loamy,164.26491481644408,24.869079384658423,0,Variety C,39.124424252689025
West,22.326421960946774,533.427842642126,Sandy,122.56377634313235,10.70855402437556,1,Variety A,29.5642466364025
West,17.90645731226263,552.7138147070968,Sandy,190.48381337991583,38.12799139101948,0,Variety B,27.482346613039493
West,26.068229407562356,434.58948824918076,Loamy,77.98364453369732,10.868003811021666,1,Variety C,26.026834681385402
West,20.699933192107302,676.2246278559052,Sandy,202.3764727512458,35.247523122402846,1,Variety B,34.620209925006776
West,19.84992712068446,640.3751562615839,Loamy,192.10798858262584,16.544659549702203,0,Variety B,32.38928983898423
East,22.849503981190274,674.7319353788587,Loamy,247.99825835142744,32.62414110992174,1,Variety B,33.23748742649975
East,25.431776577501854,400.5472066727643,Loamy,296.67190290425606,30.156521015224,1,Variety B,19.39166293082833
North,18.094451220426265,760.817692009399,Sandy,112.71836792902764,10.540545692247303,1,Variety C,39.8814393899989
West,31.92574462606162,867.7536847532747,Loamy,177.41411270094017,24.514632679804137,1,Variety C,45.76668087434894
North,28.385798560328936,668.4076794649411,Clayey,277.2163515797509,34.04364669585211,0,Variety C,32.66372426480472
West,23.173185046136343,338.14234255114184,Sandy,246.29747110571034,43.94426207595119,1,Variety A,17.28189099554858
West,20.48328256851501,339.5595431527597,Sandy,171.8515757752019,45.54568455346069,1,Variety C,18.073388312587074
East,24.55387273541668,424.9246088813824,Sandy,286.3429124036944,29.35399880132893,1,Variety B,21.49368824465525
East,29.49717520377861,387.1245571962958,Sandy,64.30917337920235,39.13689949197753,0,Variety C,22.881988423410746
South,28.722920135998397,485.78147486254704,Clayey,282.749654928146,22.658183061338306,1,Variety B,23.73908527715252
East,30.29252150225589,626.4884932735695,Sandy,62.62684809570164,23.6874562303463,0,Variety A,35.27419674539066
South,22.59811254509839,557.9904881499697,Sandy,186.8261860286711,17.77854076729255,0,Variety B,28.961747469348637
South,10.375374104016615,540.4578112772577,Loamy,272.61023700027147,32.477924399729574,1,Variety B,25.64327247667276
South,31.239055989581235,451.7594500399709,Sandy,115.6802358903257,22.582566037094608,1,Variety B,25.981664105351406
South,24.16401928463824,485.23081456709014,Clayey,168.06212473628963,13.374835857540202,0,Variety A,25.48624474249493
South,28.33083032735831,659.3151015058003,Clayey,131.08221978424166,37.40024346652715,1,Variety C,35.84746274102722
North,33.34614377320151,97.60839450003704,Clayey,288.0359792690879,38.31012830421592,0,Variety C,3.9153781101261846
East,37.17204316618841,497.7219183042537,Clayey,255.91139868827273,24.399696751162313,0,Variety A,25.997108978949118
South,21.750892609295896,557.5975189854651,Sandy,227.2503778315949,13.068935978240912,1,Variety B,27.381029437510612
West,25.669799535828222,656.7166137094586,Sandy,196.90674665377716,27.051908696137037,1,Variety C,33.42667636808781
East,31.834182303027227,297.99081214323513,Clayey,255.14794733103702,27.69341832200862,0,Variety A,15.007513433104474
East,20.778604907385024,287.4180635093762,Clayey,148.06676038088676,36.74683539591572,0,Variety C,15.327498591516806
South,22.08944203104786,616.7909989756267,Sandy,161.88796377651548,22.61665565034734,0,Variety A,32.20881357604354
North,22.059807107705623,119.1095519486168,Clayey,232.50043027021536,37.30397119125222,0,Variety B,5.7351260391321865
South,24.85954843295989,766.4378221521571,Loamy,139.43869082342854,44.859541670295535,1,Variety C,40.58817282797062
North,23.89938159855015,545.3183982985621,Clayey,65.97523551209346,19.49944169448799,1,Variety A,30.273586366555225
West,22.031023388718378,811.7442425686874,Clayey,68.58365222151787,49.15678224479599,1,Variety C,43.931921475307554
East,20.171212921968703,282.5855246860974,Loamy,78.84070032642597,25.454725485472277,1,Variety C,17.043327785412515
West,29.05970164197646,412.7281062563519,Loamy,267.4203308359157,20.69034740588247,1,Variety C,20.80506222874801
North,31.689155104830586,18.426334614622874,Sandy,168.05660643905108,26.86044730041162,0,Variety C,2.514081109719362
North,32.413573970862075,340.8620474009448,Sandy,228.22059233618413,13.775899036154367,1,Variety A,18.48145668940654
West,22.594632213077578,463.2306238556241,Loamy,148.22733390122332,15.028236260484626,1,Variety B,24.783167217211066
North,29.268623361286387,107.45848399831266,Loamy,114.67773685390863,26.577361878733257,1,Variety A,8.720788531530657
West,26.181629513638878,421.0746375603201,Sandy,136.79804189055298,40.497780877564004,1,Variety A,23.833957778611712
East,22.146643256933373,102.53196462795114,Clayey,248.5455863292959,46.01248958297964,1,Variety A,4.603053081178792
West,28.67109109354098,448.5079630177149,Loamy,206.30403125785955,36.59271962865084,0,Variety B,22.78034739999191
East,21.916974729772516,729.4223854216473,Sandy,284.40994498947555,14.208782209526788,0,Variety C,35.212800922504776
West,23.11911698609156,493.00404997717544,Clayey,219.9261946442085,36.880790487221404,0,Variety C,23.903040464226546
North,18.11635148748185,831.6414745223606,Loamy,192.5454079386735,35.41711682811888,1,Variety C,42.59863309353878
West,22.67889451283387,657.258512678922,Clayey,202.54900224645863,42.23055673173325,0,Variety B,33.0853163488588
North,26.269306045072923,769.6295697213943,Sandy,285.59285986710364,43.00994666608724,0,Variety C,37.33917269228576
West,32.84467247838748,347.01095182434324,Loamy,247.05023246667653,44.72812303115916,1,Variety B,18.46701814889799
West,23.232522768991565,342.17167432147954,Clayey,56.01030934160946,26.565260583163933,1,Variety C,21.053607066351994
South,19.80915426456533,569.1226832770737,Loamy,183.5349240339243,37.91457581408577,1,Variety C,29.269610147121192
North,32.48684485467062,184.4595816734282,Clayey,222.08460288664122,20.73001435689243,0,Variety A,10.469279716706605
South,22.477237814578913,594.2287499524181,Sandy,237.17461960978875,49.97345119934017,0,Variety B,28.879474734207896
North,16.258091719295678,435.2160366906141,Sandy,103.28552982848416,17.0133696550744,1,Variety A,24.177078656537404
South,25.665468675683922,765.9993675093315,Loamy,266.79433861283803,10.404577266433432,1,Variety A,37.491316734943666
East,23.376132633604126,635.902450815882,Clayey,288.96078679379093,15.95234858072704,0,Variety A,30.60884456381126
West,36.50197821342586,719.3412860680254,Loamy,109.17882646121744,41.034891581765066,0,Variety B,39.26974894728603
North,27.37683017173606,349.1587837209905,Loamy,270.65386437931147,27.87134706032846,1,Variety B,16.627001884452305
North,24.26828823172582,709.6420537523456,Clayey,74.24469062902385,27.900009912417133,1,Variety C,39.05235910678158
West,20.377513953721984,788.9424988728565,Clayey,63.926709028811295,48.20091678446674,0,Variety A,42.189128911863435
North,26.650834205964838,492.25723532393187,Clayey,82.30595002568734,46.78539632112297,1,Variety C,27.360463431538268
North,32.28354975030897,352.12987612670236,Sandy,64.435269866759,22.44778951216037,0,Variety A,20.48931061275097
South,26.559070917386304,355.6425597531181,Loamy,261.253059288944,18.362325151234646,0,Variety B,17.13684197690691
North,20.76285153941027,747.802598403193,Loamy,64.76253611456798,43.939288397349586,0,Variety B,40.980277332160234
East,27.69403105875977,1036.8691484846622,Sandy,117.91604784091388,46.240762841774526,0,Variety B,54.415047077393766
East,24.756965525635923,303.6709859649556,Clayey,75.9390858839641,31.663876911939475,1,Variety A,18.30631251477487
West,27.24306551659081,288.29598999148794,Sandy,123.85550907844124,35.176948444684015,1,Variety B,17.702930627508582
North,23.225963249078898,684.2828361348958,Sandy,72.63986690023012,20.276571387691735,0,Variety A,37.537552602585365
West,23.10852362869394,349.2172941266711,Sandy,217.00081268575352,42.032107519140986,0,Variety C,18.067490354482572
East,22.9111010128411,703.6710768456539,Loamy,83.33170408564379,35.284897137960925,0,Variety A,38.14997874402528
North,29.711190757486808,593.0692347053292,Sandy,262.961481459722,30.140540451919865,0,Variety C,29.808302343376308
North,23.15887362379454,495.20453950040724,Loamy,254.29776268166026,12.404342243135833,0,Variety A,24.355713349272893
West,22.701346343128865,588.2543069043376,Loamy,53.41542136765236,46.637398500446146,1,Variety C,32.875789078468515
East,20.28967049218817,576.0396738306788,Loamy,273.93158887877865,34.61805681537624,1,Variety B,27.033678593475386
North,27.27006900858384,464.0787004427649,Clayey,57.23607918584177,17.70764378771872,1,Variety C,27.025652641383267
West,26.558509010656092,148.72779367230112,Loamy,109.91144623938916,34.25544467932211,1,Variety B,10.94648014839356
East,22.756158877556846,535.730145717807,Loamy,58.09728444399877,37.098534169598935,0,Variety B,29.709672066718774
West,21.453106462210695,814.6120732128329,Clayey,133.960871759829,31.03081346732902,0,Variety C,42.123967346112465
South,34.38086706613856,178.24626735909533,Loamy,178.4666314283179,38.724069518240896,0,Variety A,10.198174979429043
North,15.59778472437581,306.84299597221104,Sandy,249.1612172537845,33.25815791714497,0,Variety A,13.643159139892832
South,27.465860016008605,585.3653949532022,Sandy,134.49538761745902,47.91078328128593,0,Variety A,31.32040341352008
East,31.45701774108004,507.7183725464561,Loamy,226.3725061682792,12.147883143972273,1,Variety A,26.750451366994607
South,8.065931192558502,582.2364319168578,Clayey,96.87611427974508,14.24982833878242,0,Variety A,29.751561945916006
South,28.970700300380898,360.13635843446764,Sandy,237.6496141860316,16.946865478173592,1,Variety B,18.38662695523199
